Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI
-31.000833,26.353056,05-11-2011,1839.0,816.0,1884.0,1370.0,-0.012087026591458177,-0.3955555555555409
-27.169444,29.233889,07-11-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.73806,27.59194,07-11-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-27.01011111,26.69808333,08-11-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-24.679167,30.8025,08-11-2011,2175.0,821.0,2638.0,2052.0,-0.09619779763141292,-0.5252963284186029
-24.183889,30.823889,08-11-2011,2504.0,987.0,2789.0,2164.0,-0.05384470054789243,-0.4772245762711738
-25.127778,27.628889,08-11-2011,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-25.20639,27.558,08-11-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,08-11-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-27.363611,31.783333,08-11-2011,3219.0,619.0,1845.0,889.0,0.2713270142180041,-0.49756493506491484
-29.380556,30.2775,08-11-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
-26.98472222,26.63227778,08-11-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,08-11-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,08-11-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-27.495556,26.074722,08-11-2011,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-24.058889,31.237222,09-11-2011,2523.0,931.0,3026.0,2478.0,-0.09064696341683023,-0.5294414960828777
-27.02314,28.59389,09-11-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-26.648056,27.089444,09-11-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-27.273889,28.49,09-11-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.4275,28.525833,09-11-2011,2397.0,1116.0,3476.0,2765.5,-0.1837221181678838,-0.5139372822299539
-27.3,28.586944,09-11-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-29.161667,30.629722,10-11-2011,1786.0,652.0,2047.0,1417.0,-0.06809287764153227,-0.5168580955909404
-33.38056,19.30167,10-11-2011,1046.0,386.0,2039.0,1511.0,-0.3218800648298113,-0.6816494845360543
-33.31388889,19.07472222,10-11-2011,1792.0,366.5,1512.0,914.0,0.08474576271186184,-0.6097950492413835
-33.13083,18.86278,10-11-2011,3306.0,645.0,809.0,416.0,0.6068043742405684,-0.11279229711140902
-33.7075,18.97444444,10-11-2011,1229.0,429.0,937.0,660.0,0.13481071098799008,-0.37188872620787905
-28.75,30.442778,11-11-2011,1928.0,1358.0,2274.0,1881.0,-0.08234174202760394,-0.25220264317179925
-30.733889,29.828333,11-11-2011,2265.0,840.5,2412.0,1693.0,-0.031430404105194966,-0.4831667947732365
-27.5275,30.858056,12-11-2011,2250.0,795.5,2260.0,1586.0,-0.0022172949002216805,-0.47929962362950485
-24.670833,28.560833,14-11-2011,1916.0,663.5,2787.0,2149.0,-0.18520093557303455,-0.6154180553542786
-25.99136,27.84208,14-11-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-24.925278,29.324444,14-11-2011,1707.0,663.0,2529.0,1874.0,-0.19405099150141183,-0.5845864661653952
-24.282222,28.090278,15-11-2011,1484.0,798.0,2262.0,1473.0,-0.20768820074745842,-0.478431372549004
-29.380556,30.2775,15-11-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
-27.00222,28.76528,15-11-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-26.648056,27.089444,15-11-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-34.031944,22.053333,15-11-2011,,,,,,
-34.039722,22.133333,15-11-2011,,,,,,
-25.45963889,28.26430556,15-11-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-29.161667,23.696389,16-11-2011,,,,,,
-25.81048333,27.90955222,16-11-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-22.935,28.004167,16-11-2011,2219.0,899.5,2805.0,2144.0,-0.1166401273885327,-0.5143744095019432
-34.065833,20.404167,16-11-2011,871.0,191.0,531.0,251.0,0.24251069900140923,-0.4709141274237575
-27.937778,31.209444,16-11-2011,2036.0,889.0,2608.0,1949.0,-0.12316968130921353,-0.49156419788388644
-28.404444,30.013056,16-11-2011,2145.0,945.5,3328.0,2429.0,-0.21615201900237135,-0.5575055575055444
-28.141944,26.417778,16-11-2011,1827.0,798.0,2804.0,2335.0,-0.2109695530123038,-0.5569128262076469
-30.160091,27.40124,16-11-2011,2222.0,1092.0,2898.0,2310.0,-0.1320312499999974,-0.45263157894735706
-34.02861,22.22222,16-11-2011,,,,,,
-33.818056,19.694722,16-11-2011,2332.0,689.5,1348.0,894.0,0.2673913043478188,-0.3231901840490639
-34.075556,20.145556,16-11-2011,1974.0,597.0,2064.0,1368.0,-0.022288261515601232,-0.55129650507326
-34.005833,22.351111,16-11-2011,,,,,,
-28.058889,30.373611,16-11-2011,2169.0,848.5,2580.0,1641.0,-0.08654453569172275,-0.5050313548198774
-22.91028,29.61111,17-11-2011,1930.0,791.5,1794.0,1371.0,0.03651987110633629,-0.3877393154128645
-27.38972222,26.46388889,17-11-2011,36.0,197.5,442.0,302.0,-0.8493723849370608,-0.38232994526968217
-27.398611,26.614722,17-11-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,17-11-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-33.897778,20.012778,17-11-2011,1571.0,353.0,828.0,489.0,0.3097123801583864,-0.4022015241320574
-27.902778,24.615556,18-11-2011,2359.0,1092.0,3465.0,2809.0,-0.1899038461538429,-0.5207373271889286
-28.760833,17.730278,19-11-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-29.161667,23.696389,21-11-2011,,,,,,
-27.01011111,26.69808333,21-11-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-29.7775,29.470833,21-11-2011,1857.0,621.0,1945.0,1218.0,-0.023145712782745315,-0.5159781761496292
-29.744167,29.905833,21-11-2011,2594.0,1060.0,3037.0,2205.0,-0.07867163914047098,-0.4825482060043817
-26.861111,28.884722,21-11-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.45,28.085833,21-11-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-26.98472222,26.63227778,21-11-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-31.554722,29.245556,21-11-2011,,,,,,
-25.127778,27.628889,22-11-2011,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-25.20639,27.558,22-11-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,22-11-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-29.987778,29.851667,22-11-2011,2692.0,654.0,2289.0,1462.0,0.08090744830355188,-0.5555555555555367
-27.169444,29.233889,22-11-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.970278,27.211111,22-11-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-26.880278,26.965,22-11-2011,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-31.394444,20.947222,22-11-2011,2849.0,861.0,2502.0,1826.5,0.06484769202018192,-0.4879571810882995
-29.651389,22.746389,22-11-2011,,,,,,
-27.495556,26.074722,22-11-2011,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-23.658056,31.05,23-11-2011,2719.0,1035.0,3371.0,2725.0,-0.10706075533661565,-0.5301861098501922
-28.747778,31.745833,23-11-2011,2575.0,920.0,3063.0,2397.0,-0.08655551614047381,-0.5380366557870816
-28.801278,31.955389,23-11-2011,2540.0,739.0,1981.0,1493.0,0.12364521123644938,-0.45661764705880675
-30.398056,30.601944,23-11-2011,2740.0,590.5,1647.0,872.0,0.24914520173238547,-0.47217877094969957
-30.27402,30.69602,23-11-2011,2674.0,823.5,2028.0,1270.0,0.13738834538493966,-0.4224092582850983
-28.69485,28.23487,23-11-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-30.568333,29.422778,23-11-2011,2416.0,604.5,1988.0,1261.0,0.09718437783832659,-0.5336547733847431
-30.13573889,30.67422222,24-11-2011,1143.0,786.0,1256.0,842.0,-0.047102959566484075,-0.23016650342800046
-27.573056,24.746389,24-11-2011,2284.0,756.0,2507.0,1912.0,-0.04654560634522967,-0.5366227398099743
-31.031389,28.883333,24-11-2011,1627.0,1017.5,2247.0,1879.0,-0.16004130098089417,-0.376627354878224
-30.86013889,29.07125,24-11-2011,2001.0,1549.0,1830.0,1543.0,0.04463586530931755,-0.08316069843148614
-30.77586667,29.03221667,24-11-2011,1987.0,804.5,2792.0,2089.0,-0.1684452814396282,-0.5526206033643667
-27.902778,24.615556,25-11-2011,2359.0,1092.0,3465.0,2809.0,-0.1899038461538429,-0.5207373271889286
-29.803611,30.516111,25-11-2011,2862.0,709.5,1830.0,1076.0,0.21994884910485465,-0.441228588304767
-25.99136,27.84208,28-11-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-30.398056,30.601944,28-11-2011,2740.0,590.5,1647.0,872.0,0.24914520173238547,-0.47217877094969957
-30.27402,30.69602,28-11-2011,2674.0,823.5,2028.0,1270.0,0.13738834538493966,-0.4224092582850983
-27.169444,29.233889,28-11-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.861111,28.884722,28-11-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.73806,27.59194,28-11-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-29.160278,26.573333,28-11-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-28.735556,29.820556,29-11-2011,2280.0,888.5,1778.5,1112.0,0.12356782062337998,-0.33370828646417944
-30.679722,26.7125,29-11-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-28.69485,28.23487,29-11-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-29.615556,27.065278,29-11-2011,1980.0,770.0,1501.0,994.0,0.13760413674231148,-0.3218846323205494
-28.883333,27.89,29-11-2011,2534.0,622.0,1859.0,1420.0,0.15365353972228196,-0.49858927851670704
-25.45963889,28.26430556,29-11-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-25.81048333,27.90955222,30-11-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-29.641944,30.6875,30-11-2011,2222.0,707.0,2053.0,1268.0,0.039532163742689135,-0.4876811594202722
-27.602222,29.942778,30-11-2011,1711.0,642.5,2470.0,1760.0,-0.1815355178186993,-0.5871485943774911
-27.02314,28.59389,30-11-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-27.273889,28.49,30-11-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.4275,28.525833,30-11-2011,2397.0,1116.0,3476.0,2765.5,-0.1837221181678838,-0.5139372822299539
-27.3,28.586944,30-11-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-30.160091,27.40124,30-11-2011,2222.0,1092.0,2898.0,2310.0,-0.1320312499999974,-0.45263157894735706
-30.336111,27.359444,30-11-2011,937.5,878.5,831.0,683.0,0.06022052586937742,0.027785902310615514
-25.447222,30.711667,30-11-2011,2384.0,710.5,2181.0,1470.0,0.0444687842278194,-0.5085595711568214
-30.830556,26.921389,01-12-2011,2143.0,746.0,2137.0,1607.0,0.0014018691588784718,-0.48248352410681644
-27.398611,26.614722,01-12-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-31.000833,26.353056,01-12-2011,1839.0,816.0,1884.0,1370.0,-0.012087026591458177,-0.3955555555555409
-29.658056,25.973333,02-12-2011,1860.0,951.0,2599.5,2090.5,-0.16582576522031245,-0.46430080270383145
-28.760833,17.730278,03-12-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-28.96362,19.15486,03-12-2011,1.0,307.0,255.0,244.0,-0.9921874999996124,0.09252669039144261
-24.679167,30.8025,06-12-2011,2175.0,821.0,2638.0,2052.0,-0.09619779763141292,-0.5252963284186029
-24.183889,30.823889,06-12-2011,2504.0,987.0,2789.0,2164.0,-0.05384470054789243,-0.4772245762711738
-25.127778,27.628889,06-12-2011,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-25.20639,27.558,06-12-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,06-12-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-24.39619444,27.08983333,09-04-2014,1602.0,879.0,1769.0,1375.0,-0.04954019578759865,-0.3361027190332199
-29.380556,30.2775,06-12-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
-27.671111,27.236944,06-12-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-29.658056,25.973333,06-12-2011,1860.0,951.0,2599.5,2090.5,-0.16582576522031245,-0.46430080270383145
-33.501667,21.624167,06-12-2011,,,,,,
-29.161667,23.696389,07-12-2011,,,,,,
-27.01011111,26.69808333,07-12-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-29.641944,30.6875,07-12-2011,2222.0,707.0,2053.0,1268.0,0.039532163742689135,-0.4876811594202722
-24.282222,28.090278,07-12-2011,1484.0,798.0,2262.0,1473.0,-0.20768820074745842,-0.478431372549004
-24.058889,31.237222,07-12-2011,2523.0,931.0,3026.0,2478.0,-0.09064696341683023,-0.5294414960828777
-26.45,28.085833,07-12-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-26.98472222,26.63227778,07-12-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,07-12-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-28.69485,28.23487,07-12-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-29.1825,23.575556,07-12-2011,,,,,,
-27.4,26.624722,07-12-2011,1982.0,602.5,2005.0,1516.0,-0.005768748432405172,-0.537871524448685
-27.00222,28.76528,08-12-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-26.648056,27.089444,08-12-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.970278,27.211111,08-12-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-26.880278,26.965,08-12-2011,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-27.902778,24.615556,09-12-2011,2359.0,1092.0,3465.0,2809.0,-0.1899038461538429,-0.5207373271889286
-28.768056,20.720556,09-12-2011,2299.0,1037.0,1901.0,1324.0,0.09476190476190251,-0.29407760381210707
-27.01011111,26.69808333,12-12-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-25.99136,27.84208,12-12-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-24.058889,31.237222,12-12-2011,2523.0,931.0,3026.0,2478.0,-0.09064696341683023,-0.5294414960828777
-29.380556,30.2775,12-12-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
-26.861111,28.884722,12-12-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.73806,27.59194,12-12-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-26.45,28.085833,12-12-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-26.98472222,26.63227778,12-12-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-24.925278,29.324444,13-12-2011,1707.0,663.0,2529.0,1874.0,-0.19405099150141183,-0.5845864661653952
-27.169444,29.233889,13-12-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.648056,27.089444,13-12-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.970278,27.211111,13-12-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-26.880278,26.965,13-12-2011,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-29.615556,27.065278,13-12-2011,1980.0,770.0,1501.0,994.0,0.13760413674231148,-0.3218846323205494
-31.396,29.2651,13-12-2011,,,,,,
-33.38056,19.30167,13-12-2011,1046.0,386.0,2039.0,1511.0,-0.3218800648298113,-0.6816494845360543
-33.31388889,19.07472222,13-12-2011,1792.0,366.5,1512.0,914.0,0.08474576271186184,-0.6097950492413835
-29.161667,23.696389,14-12-2011,,,,,,
-25.81048333,27.90955222,14-12-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-27.937778,31.209444,14-12-2011,2036.0,889.0,2608.0,1949.0,-0.12316968130921353,-0.49156419788388644
-28.141944,26.417778,14-12-2011,1827.0,798.0,2804.0,2335.0,-0.2109695530123038,-0.5569128262076469
-28.1175,26.719444,14-12-2011,1886.0,880.0,2113.0,1698.0,-0.05676419104776052,-0.41196124290008646
-30.568333,29.422778,14-12-2011,2416.0,604.5,1988.0,1261.0,0.09718437783832659,-0.5336547733847431
-31.104278,29.399722,14-12-2011,,,,,,
-28.058889,30.373611,14-12-2011,2169.0,848.5,2580.0,1641.0,-0.08654453569172275,-0.5050313548198774
-25.447222,30.711667,14-12-2011,2384.0,710.5,2181.0,1470.0,0.0444687842278194,-0.5085595711568214
-27.5275,30.858056,15-12-2011,2250.0,795.5,2260.0,1586.0,-0.0022172949002216805,-0.47929962362950485
-27.398611,26.614722,15-12-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,15-12-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-31.031389,28.883333,15-12-2011,1627.0,1017.5,2247.0,1879.0,-0.16004130098089417,-0.376627354878224
-30.86013889,29.07125,15-12-2011,2001.0,1549.0,1830.0,1543.0,0.04463586530931755,-0.08316069843148614
-32.502778,19.535833,19-12-2011,2478.0,777.0,2408.0,1803.0,0.01432664756446962,-0.5120879120878961
-29.161667,23.696389,20-12-2011,,,,,,
-29.160278,26.573333,20-12-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-32.595833,19.009444,20-12-2011,,,,,,
-33.13083,18.86278,20-12-2011,3306.0,645.0,809.0,416.0,0.6068043742405684,-0.11279229711140902
-28.69485,28.23487,21-12-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-28.883333,27.89,21-12-2011,2534.0,622.0,1859.0,1420.0,0.15365353972228196,-0.49858927851670704
-29.1825,23.575556,21-12-2011,,,,,,
-33.7075,18.97444444,21-12-2011,1229.0,429.0,937.0,660.0,0.13481071098799008,-0.37188872620787905
-27.573056,24.746389,22-12-2011,2284.0,756.0,2507.0,1912.0,-0.04654560634522967,-0.5366227398099743
-30.160091,27.40124,22-12-2011,2222.0,1092.0,2898.0,2310.0,-0.1320312499999974,-0.45263157894735706
-30.336111,27.359444,22-12-2011,937.5,878.5,831.0,683.0,0.06022052586937742,0.027785902310615514
-30.830556,26.921389,23-12-2011,2143.0,746.0,2137.0,1607.0,0.0014018691588784718,-0.48248352410681644
-29.658056,25.973333,23-12-2011,1860.0,951.0,2599.5,2090.5,-0.16582576522031245,-0.46430080270383145
-31.000833,26.353056,23-12-2011,1839.0,816.0,1884.0,1370.0,-0.012087026591458177,-0.3955555555555409
-25.362222,31.956667,26-12-2011,2364.0,1005.0,3647.0,3123.0,-0.21344202295790696,-0.5679277730008476
-25.14944444,31.94055556,26-12-2011,1924.0,1039.0,2886.0,2425.0,-0.19999999999999585,-0.4705732484076313
-28.735556,29.820556,27-12-2011,2280.0,888.5,1778.5,1112.0,0.12356782062337998,-0.33370828646417944
-29.641944,30.6875,28-12-2011,2222.0,707.0,2053.0,1268.0,0.039532163742689135,-0.4876811594202722
-29.758889,30.935278,28-12-2011,,,,,,
-27.602222,29.942778,29-12-2011,1711.0,642.5,2470.0,1760.0,-0.1815355178186993,-0.5871485943774911
-30.398056,30.601944,29-12-2011,2740.0,590.5,1647.0,872.0,0.24914520173238547,-0.47217877094969957
-30.27402,30.69602,29-12-2011,2674.0,823.5,2028.0,1270.0,0.13738834538493966,-0.4224092582850983
-28.760833,17.730278,03-01-2012,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-25.99136,27.84208,03-01-2012,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-26.861111,28.884722,03-01-2012,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.73806,27.59194,03-01-2012,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-26.45,28.085833,03-01-2012,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-27.671111,27.236944,03-01-2012,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-27.01011111,26.69808333,04-01-2012,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-25.127778,27.628889,04-01-2012,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-25.20639,27.558,04-01-2012,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,04-01-2012,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-27.169444,29.233889,04-01-2012,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.880278,26.965,04-01-2012,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-26.98472222,26.63227778,04-01-2012,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,04-01-2012,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-25.45963889,28.26430556,04-01-2012,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-27.495556,26.074722,04-01-2012,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-27.4,26.624722,04-01-2012,1982.0,602.5,2005.0,1516.0,-0.005768748432405172,-0.537871524448685
-25.81048333,27.90955222,05-01-2012,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-29.161667,30.629722,05-01-2012,1786.0,652.0,2047.0,1417.0,-0.06809287764153227,-0.5168580955909404
-27.00222,28.76528,05-01-2012,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,05-01-2012,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-26.648056,27.089444,05-01-2012,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.970278,27.211111,05-01-2012,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-27.273889,28.49,05-01-2012,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.4275,28.525833,05-01-2012,2397.0,1116.0,3476.0,2765.5,-0.1837221181678838,-0.5139372822299539
-27.3,28.586944,05-01-2012,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-28.376944,24.303056,05-01-2012,,,,,,
-29.744167,29.905833,06-01-2012,2594.0,1060.0,3037.0,2205.0,-0.07867163914047098,-0.4825482060043817
-29.7775,29.470833,09-01-2012,1857.0,621.0,1945.0,1218.0,-0.023145712782745315,-0.5159781761496292
-29.987778,29.851667,09-01-2012,2692.0,654.0,2289.0,1462.0,0.08090744830355188,-0.5555555555555367
-29.744167,29.905833,09-01-2012,2594.0,1060.0,3037.0,2205.0,-0.07867163914047098,-0.4825482060043817
-26.970278,27.211111,09-01-2012,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-30.733889,29.828333,10-01-2012,2265.0,840.5,2412.0,1693.0,-0.031430404105194966,-0.4831667947732365
-26.880278,26.965,10-01-2012,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-26.98472222,26.63227778,10-01-2012,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-33.501667,21.624167,10-01-2012,,,,,,
-30.27402,30.69602,11-01-2012,2674.0,823.5,2028.0,1270.0,0.13738834538493966,-0.4224092582850983
-33.818056,19.694722,11-01-2012,2332.0,689.5,1348.0,894.0,0.2673913043478188,-0.3231901840490639
-30.13573889,30.67422222,12-01-2012,1143.0,786.0,1256.0,842.0,-0.047102959566484075,-0.23016650342800046
-34.075556,20.145556,12-01-2012,1974.0,597.0,2064.0,1368.0,-0.022288261515601232,-0.55129650507326
-29.803611,30.516111,13-01-2012,2862.0,709.5,1830.0,1076.0,0.21994884910485465,-0.441228588304767
-24.670833,28.560833,16-01-2012,1916.0,663.5,2787.0,2149.0,-0.18520093557303455,-0.6154180553542786
-26.73806,27.59194,16-01-2012,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-26.45,28.085833,16-01-2012,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-27.044444,27.005,16-01-2012,2024.0,1084.0,3427.5,2335.0,-0.25745207740988246,-0.5194502936938818
-31.396,29.2651,16-01-2012,,,,,,
-31.554722,29.245556,16-01-2012,,,,,,
-25.73411,27.21422,29-03-2011,1726.0,806.0,2414.0,1752.0,-0.16618357487922303,-0.49937888198756214
-27.01011111,26.69808333,17-01-2012,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-25.81048333,27.90955222,17-01-2012,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-24.679167,30.8025,17-01-2012,2175.0,821.0,2638.0,2052.0,-0.09619779763141292,-0.5252963284186029
-24.183889,30.823889,17-01-2012,2504.0,987.0,2789.0,2164.0,-0.05384470054789243,-0.4772245762711738
-24.282222,28.090278,17-01-2012,1484.0,798.0,2262.0,1473.0,-0.20768820074745842,-0.478431372549004
-25.99136,27.84208,17-01-2012,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-25.20639,27.558,17-01-2012,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-27.169444,29.233889,17-01-2012,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-27.00222,28.76528,17-01-2012,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-26.648056,27.089444,17-01-2012,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.880278,26.965,17-01-2012,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-25.73411,27.21422,12-02-2013,1726.0,806.0,2414.0,1752.0,-0.16618357487922303,-0.49937888198756214
