Latitude,Longitude,Sample Date,pet,ppt,tmax,soil,aet
-27.671111,27.236944,20-01-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-27.573056,24.746389,20-01-2012,207.0,113.4,32.09,0.4,107.700005
-27.902778,24.615556,20-01-2012,204.3,108.30000000000001,32.39,0.3,102.9
-28.760833,17.730278,22-01-2012,239.2,4.4,36.239998,0.0,4.1
-27.044444,27.005,23-01-2012,170.3,141.70000000000002,28.849998,1.5,134.7
-29.161667,23.696389,24-01-2012,204.3,74.60000000000001,33.17,0.1,70.9
-27.01011111,26.69808333,24-01-2012,175.6,139.5,28.98,1.1,132.5
-26.880278,26.965,24-01-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-27.273889,28.49,24-01-2012,151.8,156.4,26.849998,1.9,148.7
-27.4275,28.525833,24-01-2012,150.40001,165.0,26.699999,8.1,150.40001
-25.73411,27.21422,24-06-2015,194.2,47.300000000000004,32.07,1.9,45.0
-25.73411,27.21422,07-07-2015,194.2,47.300000000000004,32.07,1.9,45.0
-27.3,28.586944,24-01-2012,150.5,156.9,26.849998,1.8000001,149.1
-31.031389,28.883333,24-01-2012,135.2,140.6,26.029999,4.4,133.7
-30.86013889,29.07125,24-01-2012,135.8,144.20000000000002,26.359999,4.6,135.8
-33.31388889,19.07472222,24-01-2012,206.90001,18.2,31.349998,12.8,20.800001
-25.45963889,28.26430556,24-01-2012,167.0,126.9,30.599998,2.4,120.700005
-29.161667,23.696389,25-01-2012,204.3,74.60000000000001,33.17,0.1,70.9
-29.042222,24.6,25-01-2012,203.3,91.10000000000001,32.07,0.1,86.6
-29.028629,24.638389,25-01-2012,203.0,93.10000000000001,32.01,0.1,88.4
-30.568333,29.422778,25-01-2012,132.2,158.10000000000002,24.92,21.5,132.2
-33.38056,19.30167,25-01-2012,193.8,18.5,28.68,9.1,19.800001
-33.13083,18.86278,25-01-2012,209.40001,17.5,31.89,10.3,18.9
-29.758889,30.935278,26-01-2012,130.0,208.9,26.859999,79.700005,130.0
-29.161667,30.629722,26-01-2012,132.0,218.9,25.73,70.6,132.0
-34.031944,22.053333,26-01-2012,148.5,13.3,26.3,5.1,13.3
-34.039722,22.133333,26-01-2012,146.6,13.4,26.119999,5.7000003,13.5
-34.02861,22.22222,26-01-2012,143.1,14.200000000000001,25.66,6.3,14.5
-30.398056,30.601944,27-01-2012,131.0,162.70000000000002,26.66,53.4,131.0
-30.27402,30.69602,27-01-2012,130.7,173.8,26.59,63.9,130.7
-25.447222,30.711667,27-01-2012,145.0,154.5,28.89,38.9,145.0
-29.641944,30.6875,28-01-2012,133.90001,241.4,27.26,84.200005,133.90001
-29.380556,30.2775,28-01-2012,128.5,219.8,25.26,77.4,128.5
-25.127778,27.628889,30-01-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,30-01-2012,177.0,124.5,31.91,3.0,118.5
-24.69514,27.40906,30-01-2012,185.0,115.5,32.829998,3.5,109.9
-27.169444,29.233889,30-01-2012,145.40001,142.6,26.349998,1.9,135.6
-26.861111,28.884722,30-01-2012,151.0,134.5,26.9,2.3,127.9
-26.970278,27.211111,30-01-2012,166.2,144.9,28.49,1.6,137.7
-26.73806,27.59194,30-01-2012,161.40001,147.0,27.859999,1.8000001,139.7
-26.45,28.085833,30-01-2012,155.90001,141.4,27.42,2.1000001,134.40001
-27.00222,28.76528,31-01-2012,150.40001,143.5,26.96,2.2,136.40001
-27.273889,28.49,31-01-2012,151.8,156.4,26.849998,1.9,148.7
-26.98472222,26.63227778,31-01-2012,174.1,140.20000000000002,29.09,1.2,133.3
-29.160278,26.573333,31-01-2012,181.7,134.9,29.13,1.1,128.2
-33.818056,19.694722,31-01-2012,199.7,11.9,30.429998,6.4,12.7
-27.3,28.586944,01-02-2012,150.5,156.9,26.849998,1.8000001,149.1
-28.69485,28.23487,01-02-2012,148.40001,191.20000000000002,25.47,27.4,148.40001
-29.615556,27.065278,01-02-2012,169.8,154.3,28.09,1.1,146.6
-28.883333,27.89,01-02-2012,152.8,193.20000000000002,26.17,29.6,152.8
-34.075556,20.145556,01-02-2012,183.0,11.100000000000001,30.0,6.0,11.6
-24.925278,29.324444,02-02-2012,168.0,114.9,32.25,1.8000001,109.200005
-30.336111,27.359444,02-02-2012,164.1,137.1,27.81,1.5,130.3
-27.573056,24.746389,03-02-2012,207.0,113.4,32.09,0.4,107.700005
-27.902778,24.615556,03-02-2012,204.3,108.30000000000001,32.39,0.3,102.9
-29.658056,25.973333,03-02-2012,179.1,102.10000000000001,28.939999,0.90000004,97.1
-31.000833,26.353056,03-02-2012,167.3,76.0,28.31,0.8,72.3
-30.679722,26.7125,03-02-2012,170.8,100.9,29.279999,1.0,95.9
-28.760833,17.730278,05-02-2012,239.2,4.4,36.239998,0.0,4.1
-25.99136,27.84208,06-02-2012,158.8,147.70000000000002,28.119999,2.1000001,140.40001
-29.987778,29.851667,06-02-2012,129.90001,219.5,25.56,84.1,129.90001
-26.45,28.085833,06-02-2012,155.90001,141.4,27.42,2.1000001,134.40001
-27.398611,26.614722,06-02-2012,182.6,134.0,29.529999,1.2,127.4
-27.671111,27.236944,06-02-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-29.042222,24.6,06-02-2012,203.3,91.10000000000001,32.07,0.1,86.6
-27.356667,27.286389,06-02-2012,171.7,141.4,28.66,1.4,134.40001
-27.01011111,26.69808333,07-02-2012,175.6,139.5,28.98,1.1,132.5
-30.830556,26.921389,07-02-2012,167.0,100.9,28.529999,1.2,95.9
-30.733889,29.828333,07-02-2012,127.4,161.20000000000002,25.68,48.5,127.4
-29.380556,30.2775,07-02-2012,128.5,219.8,25.26,77.4,128.5
-26.98472222,26.63227778,07-02-2012,174.1,140.20000000000002,29.09,1.2,133.3
-25.45963889,28.26430556,07-02-2012,167.0,126.9,30.599998,2.4,120.700005
-25.57877778,29.12747222,07-02-2012,161.7,125.9,30.109999,2.2,119.700005
-27.4,26.624722,07-02-2012,182.6,134.0,29.529999,1.2,127.4
-25.81048333,27.90955222,08-02-2012,163.5,141.8,29.289999,2.2,134.8
-27.937778,31.209444,08-02-2012,145.2,150.70000000000002,28.72,28.2,143.8
-30.398056,30.601944,08-02-2012,131.0,162.70000000000002,26.66,53.4,131.0
-30.27402,30.69602,08-02-2012,130.7,173.8,26.59,63.9,130.7
-27.00222,28.76528,08-02-2012,150.40001,143.5,26.96,2.2,136.40001
-27.02314,28.59389,08-02-2012,152.0,145.9,27.15,2.2,138.7
-26.648056,27.089444,08-02-2012,165.40001,144.3,28.46,1.6,137.2
-26.970278,27.211111,08-02-2012,166.2,144.9,28.49,1.6,137.7
-26.880278,26.965,08-02-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-27.273889,28.49,08-02-2012,151.8,156.4,26.849998,1.9,148.7
-27.4275,28.525833,08-02-2012,150.40001,165.0,26.699999,8.1,150.40001
-27.3,28.586944,08-02-2012,150.5,156.9,26.849998,1.8000001,149.1
-27.044444,27.005,08-02-2012,170.3,141.70000000000002,28.849998,1.5,134.7
-29.028629,24.638389,08-02-2012,203.0,93.10000000000001,32.01,0.1,88.4
-34.329722,18.990278,08-02-2012,163.0,7.2,25.1,23.4,16.7
-27.5275,30.858056,09-02-2012,139.7,188.20000000000002,27.34,72.8,139.7
-30.13573889,30.67422222,09-02-2012,132.0,189.0,26.949999,75.700005,132.0
-29.803611,30.516111,10-02-2012,128.90001,240.3,26.26,83.8,128.90001
-28.44555556,32.325,12-02-2012,142.2,135.5,28.609999,23.4,132.90001
-29.161667,30.629722,12-02-2012,132.0,218.9,25.73,70.6,132.0
-26.73806,27.59194,13-02-2012,161.40001,147.0,27.859999,1.8000001,139.7
-31.396,29.2651,13-02-2012,131.90001,118.9,26.46,12.6,118.6
-31.554722,29.245556,13-02-2012,122.9,121.7,25.25,16.4,117.9
-25.127778,27.628889,14-02-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,14-02-2012,177.0,124.5,31.91,3.0,118.5
-27.169444,29.233889,14-02-2012,145.40001,142.6,26.349998,1.9,135.6
-30.568333,29.422778,14-02-2012,132.2,158.10000000000002,24.92,21.5,132.2
-30.570833,29.150556,14-02-2012,133.40001,164.8,24.73,26.0,133.40001
-31.104278,29.399722,14-02-2012,130.3,132.9,26.14,18.7,127.4
-32.595833,19.009444,14-02-2012,213.8,19.700000000000003,33.0,5.1,19.2
-28.141944,26.417778,15-02-2012,184.3,133.4,29.57,1.1,126.8
-28.1175,26.719444,15-02-2012,179.40001,136.20000000000002,29.26,1.1,129.40001
-31.031389,28.883333,15-02-2012,135.2,140.6,26.029999,4.4,133.7
-30.86013889,29.07125,15-02-2012,135.8,144.20000000000002,26.359999,4.6,135.8
-30.77586667,29.03221667,15-02-2012,136.3,151.4,26.25,10.2,136.3
-24.69514,27.40906,16-02-2012,185.0,115.5,32.829998,3.5,109.9
-27.398611,26.614722,16-02-2012,182.6,134.0,29.529999,1.2,127.4
-27.671111,27.236944,16-02-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-28.376944,24.303056,16-02-2012,204.3,102.0,32.37,0.3,96.9
-29.615556,27.065278,16-02-2012,169.8,154.3,28.09,1.1,146.6
-27.356667,27.286389,16-02-2012,171.7,141.4,28.66,1.4,134.40001
-27.4,26.624722,16-02-2012,182.6,134.0,29.529999,1.2,127.4
-22.43772222,31.07805556,17-02-2012,183.3,84.30000000000001,35.43,0.5,80.1
-27.902778,24.615556,17-02-2012,204.3,108.30000000000001,32.39,0.3,102.9
-34.250556,20.9925,17-02-2012,174.5,13.100000000000001,28.47,8.8,14.0
-28.760833,17.730278,19-02-2012,239.2,4.4,36.239998,0.0,4.1
-27.01011111,26.69808333,20-02-2012,175.6,139.5,28.98,1.1,132.5
-26.45,28.085833,20-02-2012,155.90001,141.4,27.42,2.1000001,134.40001
-26.98472222,26.63227778,20-02-2012,174.1,140.20000000000002,29.09,1.2,133.3
-33.501667,21.624167,20-02-2012,175.2,15.0,28.5,0.1,14.2
-33.31388889,19.07472222,20-02-2012,206.90001,18.2,31.349998,12.8,20.800001
-24.679167,30.8025,21-02-2012,144.5,184.60000000000002,27.609999,64.8,144.5
-30.830556,26.921389,21-02-2012,167.0,100.9,28.529999,1.2,95.9
-24.670833,28.560833,21-02-2012,167.7,130.0,30.91,3.0,123.6
-28.735556,29.820556,21-02-2012,148.3,197.10000000000002,28.93,40.7,148.3
-26.648056,27.089444,21-02-2012,165.40001,144.3,28.46,1.6,137.2
-26.970278,27.211111,21-02-2012,166.2,144.9,28.49,1.6,137.7
-26.880278,26.965,21-02-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-27.044444,27.005,21-02-2012,170.3,141.70000000000002,28.849998,1.5,134.7
-25.45963889,28.26430556,21-02-2012,167.0,126.9,30.599998,2.4,120.700005
-28.068333,31.55,21-02-2012,149.6,137.8,30.9,18.300001,136.7
-29.161667,23.696389,22-02-2012,204.3,74.60000000000001,33.17,0.1,70.9
-29.641944,30.6875,22-02-2012,133.90001,241.4,27.26,84.200005,133.90001
-27.38972222,26.46388889,22-02-2012,184.3,132.4,29.71,1.2,125.9
-30.679722,26.7125,22-02-2012,170.8,100.9,29.279999,1.0,95.9
-29.1825,23.575556,22-02-2012,208.8,70.2,33.18,0.1,66.6
-28.7115,24.07288889,23-02-2012,204.8,90.10000000000001,32.719997,0.2,85.6
-27.602222,29.942778,23-02-2012,152.6,171.8,28.8,18.0,152.6
-28.75,30.442778,23-02-2012,152.1,182.8,29.949999,23.4,152.1
-29.380556,30.2775,23-02-2012,128.5,219.8,25.26,77.4,128.5
-27.398611,26.614722,23-02-2012,182.6,134.0,29.529999,1.2,127.4
-29.758889,30.935278,24-02-2012,130.0,208.9,26.859999,79.700005,130.0
-27.573056,24.746389,24-02-2012,207.0,113.4,32.09,0.4,107.700005
-34.031944,22.053333,24-02-2012,148.5,13.3,26.3,5.1,13.3
-34.039722,22.133333,24-02-2012,146.6,13.4,26.119999,5.7000003,13.5
-30.398056,30.601944,25-02-2012,131.0,162.70000000000002,26.66,53.4,131.0
-30.27402,30.69602,25-02-2012,130.7,173.8,26.59,63.9,130.7
-27.169444,29.233889,27-02-2012,145.40001,142.6,26.349998,1.9,135.6
-26.861111,28.884722,27-02-2012,151.0,134.5,26.9,2.3,127.9
-26.73806,27.59194,27-02-2012,161.40001,147.0,27.859999,1.8000001,139.7
-25.127778,27.628889,28-02-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,28-02-2012,177.0,124.5,31.91,3.0,118.5
-24.69514,27.40906,28-02-2012,185.0,115.5,32.829998,3.5,109.9
-27.00222,28.76528,28-02-2012,150.40001,143.5,26.96,2.2,136.40001
-33.818056,19.694722,28-02-2012,199.7,11.9,30.429998,6.4,12.7
-29.161667,23.696389,29-02-2012,204.3,74.60000000000001,33.17,0.1,70.9
-22.769722,30.886944,29-02-2012,169.40001,94.5,33.579998,3.2,89.9
-23.281,30.54305556,29-02-2012,162.7,77.60000000000001,32.52,3.4,73.9
-26.905,32.324722,29-02-2012,149.0,92.0,32.79,29.2,98.4
-28.69485,28.23487,29-02-2012,148.40001,191.20000000000002,25.47,27.4,148.40001
-28.883333,27.89,29-02-2012,152.8,193.20000000000002,26.17,29.6,152.8
-34.075556,20.145556,29-02-2012,183.0,11.100000000000001,30.0,6.0,11.6
-24.925278,29.324444,01-03-2012,168.0,114.9,32.25,1.8000001,109.200005
-27.573056,24.746389,01-03-2012,207.0,113.4,32.09,0.4,107.700005
-30.160091,27.40124,01-03-2012,163.2,146.1,27.74,1.5,138.90001
-30.336111,27.359444,01-03-2012,164.1,137.1,27.81,1.5,130.3
-29.615556,27.065278,01-03-2012,169.8,154.3,28.09,1.1,146.6
-30.830556,26.921389,02-03-2012,167.0,100.9,28.529999,1.2,95.9
-23.658056,31.05,02-03-2012,158.7,79.30000000000001,33.5,1.0,75.4
-27.902778,24.615556,02-03-2012,204.3,108.30000000000001,32.39,0.3,102.9
-29.658056,25.973333,02-03-2012,179.1,102.10000000000001,28.939999,0.90000004,97.1
-29.028629,24.638389,02-03-2012,203.0,93.10000000000001,32.01,0.1,88.4
-31.000833,26.353056,02-03-2012,167.3,76.0,28.31,0.8,72.3
-30.679722,26.7125,02-03-2012,170.8,100.9,29.279999,1.0,95.9
-28.760833,17.730278,04-03-2012,239.2,4.4,36.239998,0.0,4.1
-25.99136,27.84208,05-03-2012,158.8,147.70000000000002,28.119999,2.1000001,140.40001
-24.058889,31.237222,05-03-2012,153.7,97.5,33.29,1.2,92.6
-29.987778,29.851667,05-03-2012,129.90001,219.5,25.56,84.1,129.90001
-29.744167,29.905833,05-03-2012,134.7,233.20000000000002,26.369999,79.200005,134.7
-26.861111,28.884722,05-03-2012,151.0,134.5,26.9,2.3,127.9
-26.45,28.085833,05-03-2012,155.90001,141.4,27.42,2.1000001,134.40001
-28.768056,20.720556,05-03-2012,243.1,26.6,35.93,0.0,25.300001
-30.733889,29.828333,06-03-2012,127.4,161.20000000000002,25.68,48.5,127.4
-29.380556,30.2775,06-03-2012,128.5,219.8,25.26,77.4,128.5
-27.398611,26.614722,06-03-2012,182.6,134.0,29.529999,1.2,127.4
-27.671111,27.236944,06-03-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-29.042222,24.6,06-03-2012,203.3,91.10000000000001,32.07,0.1,86.6
-30.336111,27.359444,06-03-2012,164.1,137.1,27.81,1.5,130.3
-27.4,26.624722,06-03-2012,182.6,134.0,29.529999,1.2,127.4
-29.161667,23.696389,07-03-2012,204.3,74.60000000000001,33.17,0.1,70.9
-24.925278,29.324444,18-10-2011,177.1,57.5,33.04,3.6000001,55.0
-28.7115,24.07288889,07-03-2012,204.8,90.10000000000001,32.719997,0.2,85.6
-25.81048333,27.90955222,07-03-2012,163.5,141.8,29.289999,2.2,134.8
-27.937778,31.209444,07-03-2012,145.2,150.70000000000002,28.72,28.2,143.8
-28.404444,30.013056,07-03-2012,150.2,184.3,28.74,28.9,150.2
-30.398056,30.601944,07-03-2012,131.0,162.70000000000002,26.66,53.4,131.0
-24.925278,29.324444,07-06-2012,168.0,114.9,32.25,1.8000001,109.200005
-24.925278,29.324444,09-08-2012,166.8,103.7,32.37,1.7,98.6
-24.925278,29.324444,05-10-2012,166.8,103.7,32.37,1.7,98.6
-30.27402,30.69602,07-03-2012,130.7,173.8,26.59,63.9,130.7
-27.02314,28.59389,07-03-2012,152.0,145.9,27.15,2.2,138.7
-27.273889,28.49,07-03-2012,151.8,156.4,26.849998,1.9,148.7
-24.925278,29.324444,02-07-2013,154.1,152.3,30.32,1.2,144.8
-24.925278,29.324444,22-08-2013,172.3,65.7,31.599998,1.2,62.4
-24.925278,29.324444,16-09-2013,172.3,65.7,31.599998,1.2,62.4
-27.4275,28.525833,07-03-2012,150.40001,165.0,26.699999,8.1,150.40001
-24.925278,29.324444,20-01-2014,161.90001,232.9,31.17,41.7,161.90001
-27.3,28.586944,07-03-2012,150.5,156.9,26.849998,1.8000001,149.1
-29.1825,23.575556,07-03-2012,208.8,70.2,33.18,0.1,66.6
-24.925278,29.324444,10-06-2014,161.90001,232.9,31.17,41.7,161.90001
-24.925278,29.324444,18-07-2014,173.0,40.300000000000004,32.04,15.3,64.6
-34.329722,18.990278,07-03-2012,163.0,7.2,25.1,23.4,16.7
-24.925278,29.324444,05-09-2014,173.0,40.300000000000004,32.04,15.3,64.6
-28.058889,30.373611,07-03-2012,147.1,182.3,27.8,45.100002,147.1
-27.5275,30.858056,08-03-2012,139.7,188.20000000000002,27.34,72.8,139.7
-27.38972222,26.46388889,08-03-2012,184.3,132.4,29.71,1.2,125.9
-27.398611,26.614722,08-03-2012,182.6,134.0,29.529999,1.2,127.4
-30.679722,26.7125,08-03-2012,170.8,100.9,29.279999,1.0,95.9
-29.803611,30.516111,09-03-2012,128.90001,240.3,26.26,83.8,128.90001
-27.01011111,26.69808333,12-03-2012,175.6,139.5,28.98,1.1,132.5
-32.595833,19.009444,12-03-2012,213.8,19.700000000000003,33.0,5.1,19.2
-25.127778,27.628889,13-03-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,13-03-2012,177.0,124.5,31.91,3.0,118.5
-24.69514,27.40906,13-03-2012,185.0,115.5,32.829998,3.5,109.9
-28.747778,31.745833,13-03-2012,147.8,158.20000000000002,29.96,25.800001,147.8
-27.169444,29.233889,13-03-2012,145.40001,142.6,26.349998,1.9,135.6
-27.00222,28.76528,13-03-2012,150.40001,143.5,26.96,2.2,136.40001
-26.648056,27.089444,13-03-2012,165.40001,144.3,28.46,1.6,137.2
-26.970278,27.211111,13-03-2012,166.2,144.9,28.49,1.6,137.7
-26.880278,26.965,13-03-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-26.98472222,26.63227778,13-03-2012,174.1,140.20000000000002,29.09,1.2,133.3
-31.104278,29.399722,13-03-2012,130.3,132.9,26.14,18.7,127.4
-31.396,29.2651,13-03-2012,131.90001,118.9,26.46,12.6,118.6
-33.501667,21.624167,13-03-2012,175.2,15.0,28.5,0.1,14.2
-29.161667,23.696389,14-03-2012,204.3,74.60000000000001,33.17,0.1,70.9
-28.801278,31.955389,14-03-2012,146.8,139.4,29.359999,20.5,136.90001
-28.141944,26.417778,14-03-2012,184.3,133.4,29.57,1.1,126.8
-28.1175,26.719444,14-03-2012,179.40001,136.20000000000002,29.26,1.1,129.40001
-29.033333,23.983333,14-03-2012,202.3,84.5,32.71,0.2,80.3
-29.161667,30.629722,15-03-2012,132.0,218.9,25.73,70.6,132.0
-27.398611,26.614722,15-03-2012,182.6,134.0,29.529999,1.2,127.4
-27.671111,27.236944,15-03-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-27.902778,24.615556,15-03-2012,204.3,108.30000000000001,32.39,0.3,102.9
-27.573056,24.746389,16-03-2012,207.0,113.4,32.09,0.4,107.700005
-31.031389,28.883333,16-03-2012,135.2,140.6,26.029999,4.4,133.7
-30.86013889,29.07125,16-03-2012,135.8,144.20000000000002,26.359999,4.6,135.8
-30.77586667,29.03221667,16-03-2012,136.3,151.4,26.25,10.2,136.3
-28.760833,17.730278,17-03-2012,239.2,4.4,36.239998,0.0,4.1
-28.96362,19.15486,17-03-2012,243.6,8.5,36.88,0.0,8.1
-27.01011111,26.69808333,19-03-2012,175.6,139.5,28.98,1.1,132.5
-26.861111,28.884722,19-03-2012,151.0,134.5,26.9,2.3,127.9
-24.679167,30.8025,20-03-2012,144.5,184.60000000000002,27.609999,64.8,144.5
-26.970278,27.211111,20-03-2012,166.2,144.9,28.49,1.6,137.7
-33.38056,19.30167,20-03-2012,193.8,18.5,28.68,9.1,19.800001
-33.31388889,19.07472222,20-03-2012,206.90001,18.2,31.349998,12.8,20.800001
-28.068333,31.55,20-03-2012,149.6,137.8,30.9,18.300001,136.7
-29.161667,23.696389,21-03-2012,204.3,74.60000000000001,33.17,0.1,70.9
-24.183889,30.823889,21-03-2012,154.2,111.0,32.62,3.5,105.6
-28.44555556,32.325,21-03-2012,142.2,135.5,28.609999,23.4,132.90001
-27.602222,29.942778,21-03-2012,152.6,171.8,28.8,18.0,152.6
-33.13083,18.86278,21-03-2012,209.40001,17.5,31.89,10.3,18.9
-30.398056,30.601944,23-03-2012,131.0,162.70000000000002,26.66,53.4,131.0
-30.27402,30.69602,23-03-2012,130.7,173.8,26.59,63.9,130.7
-29.641944,30.6875,26-03-2012,133.90001,241.4,27.26,84.200005,133.90001
-25.99136,27.84208,26-03-2012,158.8,147.70000000000002,28.119999,2.1000001,140.40001
-29.987778,29.851667,26-03-2012,129.90001,219.5,25.56,84.1,129.90001
-29.758889,30.935278,26-03-2012,130.0,208.9,26.859999,79.700005,130.0
-26.98472222,26.63227778,26-03-2012,174.1,140.20000000000002,29.09,1.2,133.3
-33.818056,19.694722,26-03-2012,199.7,11.9,30.429998,6.4,12.7
-25.127778,27.628889,27-03-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,27-03-2012,177.0,124.5,31.91,3.0,118.5
-24.69514,27.40906,27-03-2012,185.0,115.5,32.829998,3.5,109.9
-27.363611,31.783333,27-03-2012,144.5,111.60000000000001,30.849998,33.0,117.9
-26.648056,27.089444,27-03-2012,165.40001,144.3,28.46,1.6,137.2
-26.880278,26.965,27-03-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-27.573056,24.746389,27-03-2012,207.0,113.4,32.09,0.4,107.700005
-28.768056,20.720556,27-03-2012,243.1,26.6,35.93,0.0,25.300001
-34.031944,22.053333,27-03-2012,148.5,13.3,26.3,5.1,13.3
-34.039722,22.133333,27-03-2012,146.6,13.4,26.119999,5.7000003,13.5
-34.075556,20.145556,27-03-2012,183.0,11.100000000000001,30.0,6.0,11.6
-25.45963889,28.26430556,27-03-2012,167.0,126.9,30.599998,2.4,120.700005
-25.81048333,27.90955222,28-03-2012,163.5,141.8,29.289999,2.2,134.8
-29.380556,30.2775,28-03-2012,128.5,219.8,25.26,77.4,128.5
-30.398056,30.601944,28-03-2012,131.0,162.70000000000002,26.66,53.4,131.0
-30.27402,30.69602,28-03-2012,130.7,173.8,26.59,63.9,130.7
-26.73806,27.59194,28-03-2012,161.40001,147.0,27.859999,1.8000001,139.7
-26.45,28.085833,28-03-2012,155.90001,141.4,27.42,2.1000001,134.40001
-30.679722,26.7125,28-03-2012,170.8,100.9,29.279999,1.0,95.9
-28.69485,28.23487,28-03-2012,148.40001,191.20000000000002,25.47,27.4,148.40001
-29.615556,27.065278,28-03-2012,169.8,154.3,28.09,1.1,146.6
-28.883333,27.89,28-03-2012,152.8,193.20000000000002,26.17,29.6,152.8
-34.02861,22.22222,28-03-2012,143.1,14.200000000000001,25.66,6.3,14.5
-25.447222,30.711667,28-03-2012,145.0,154.5,28.89,38.9,145.0
-27.273889,28.49,29-03-2012,151.8,156.4,26.849998,1.9,148.7
-27.3,28.586944,29-03-2012,150.5,156.9,26.849998,1.8000001,149.1
-28.376944,24.303056,29-03-2012,204.3,102.0,32.37,0.3,96.9
-30.160091,27.40124,29-03-2012,163.2,146.1,27.74,1.5,138.90001
-30.336111,27.359444,29-03-2012,164.1,137.1,27.81,1.5,130.3
-27.4275,28.525833,30-03-2012,150.40001,165.0,26.699999,8.1,150.40001
-27.902778,24.615556,30-03-2012,204.3,108.30000000000001,32.39,0.3,102.9
-31.000833,26.353056,30-03-2012,167.3,76.0,28.31,0.8,72.3
-30.679722,26.7125,30-03-2012,170.8,100.9,29.279999,1.0,95.9
-28.760833,17.730278,01-04-2012,239.2,4.4,36.239998,0.0,4.1
-25.99136,27.84208,02-04-2012,158.8,147.70000000000002,28.119999,2.1000001,140.40001
-28.735556,29.820556,02-04-2012,148.3,197.10000000000002,28.93,40.7,148.3
-29.380556,30.2775,02-04-2012,128.5,219.8,25.26,77.4,128.5
-30.398056,30.601944,02-04-2012,131.0,162.70000000000002,26.66,53.4,131.0
-33.897778,20.012778,02-04-2012,193.5,11.0,30.769999,4.9,11.2
-34.065833,20.404167,03-04-2012,178.8,11.200000000000001,30.529999,5.3,11.400001
-23.658056,31.05,03-04-2012,158.7,79.30000000000001,33.5,1.0,75.4
-27.398611,26.614722,03-04-2012,182.6,134.0,29.529999,1.2,127.4
-27.671111,27.236944,03-04-2012,172.1,145.70000000000002,28.949999,1.2,138.5
-25.45963889,28.26430556,03-04-2012,167.0,126.9,30.599998,2.4,120.700005
-27.4,26.624722,03-04-2012,182.6,134.0,29.529999,1.2,127.4
-29.161667,23.696389,04-04-2012,204.3,74.60000000000001,33.17,0.1,70.9
-25.81048333,27.90955222,04-04-2012,163.5,141.8,29.289999,2.2,134.8
-27.937778,31.209444,04-04-2012,145.2,150.70000000000002,28.72,28.2,143.8
-28.404444,30.013056,04-04-2012,150.2,184.3,28.74,28.9,150.2
-27.02314,28.59389,04-04-2012,152.0,145.9,27.15,2.2,138.7
-26.880278,26.965,04-04-2012,168.40001,142.70000000000002,28.869999,1.5,135.6
-27.273889,28.49,04-04-2012,151.8,156.4,26.849998,1.9,148.7
-27.4275,28.525833,04-04-2012,150.40001,165.0,26.699999,8.1,150.40001
-27.3,28.586944,04-04-2012,150.5,156.9,26.849998,1.8000001,149.1
-29.615556,27.065278,04-04-2012,169.8,154.3,28.09,1.1,146.6
-25.57877778,29.12747222,04-04-2012,161.7,125.9,30.109999,2.2,119.700005
-27.5275,30.858056,05-04-2012,139.7,188.20000000000002,27.34,72.8,139.7
-27.01011111,26.69808333,10-04-2012,175.6,139.5,28.98,1.1,132.5
-25.127778,27.628889,10-04-2012,176.6,122.4,32.02,2.9,116.4
-25.20639,27.558,10-04-2012,177.0,124.5,31.91,3.0,118.5
-24.69514,27.40906,10-04-2012,185.0,115.5,32.829998,3.5,109.9
-26.861111,28.884722,10-04-2012,151.0,134.5,26.9,2.3,127.9
-26.73806,27.59194,10-04-2012,161.40001,147.0,27.859999,1.8000001,139.7
-26.98472222,26.63227778,10-04-2012,174.1,140.20000000000002,29.09,1.2,133.3
-29.161667,23.696389,11-04-2012,204.3,74.60000000000001,33.17,0.1,70.9
-26.03611,30.99778,11-04-2012,149.40001,202.4,29.34,128.40001,149.40001
-28.747778,31.745833,11-04-2012,147.8,158.20000000000002,29.96,25.800001,147.8
-27.00222,28.76528,11-04-2012,150.40001,143.5,26.96,2.2,136.40001
-26.648056,27.089444,11-04-2012,165.40001,144.3,28.46,1.6,137.2
-26.970278,27.211111,11-04-2012,166.2,144.9,28.49,1.6,137.7
-28.141944,26.417778,11-04-2012,184.3,133.4,29.57,1.1,126.8
-28.116667,26.725278,11-04-2012,179.40001,136.20000000000002,29.26,1.1,129.40001
-29.615556,27.065278,11-04-2012,169.8,154.3,28.09,1.1,146.6
-34.250556,20.9925,11-04-2012,174.5,13.100000000000001,28.47,8.8,14.0
